# Target Sample Rate: 400 Hz,,,,
# Max Device Sample Rate: 400 Hz,,,,
# Recording started at: 2026-02-07 14:17:25.451,,,,
time,Ï‰â‚“ (rad/s),Ï‰áµ§ (rad/s),Ï‰á¶» (rad/s),Ï‰_total (rad/s)
4.629402,0.135,0.7,0.08,0.718
4.632006,0.191,0.615,0.101,0.652
4.644542,0.249,0.529,0.12,0.597
4.647115,0.448,0.116,0.167,0.492
4.649634,0.478,0.036,0.171,0.509
4.661439,0.512,-0.044,0.177,0.543
4.664814,0.904,-0.455,0.294,1.054
4.67824,1.022,-0.547,0.346,1.21
4.682363,1.637,-0.829,0.804,2.003
4.69507,1.723,-0.854,0.866,2.109
4.697604,2.184,-1.118,1.069,2.676
4.711882,2.381,-1.287,1.083,2.916
4.715071,2.883,-1.682,0.989,3.481
4.72884,2.985,-1.728,0.951,3.578
4.732864,3.57,-1.656,0.719,4
4.745735,3.649,-1.592,0.684,4.04
4.750399,3.798,-1.078,0.542,3.985
4.762585,3.77,-0.963,0.523,3.927
4.76591,3.457,-0.234,0.43,3.492
4.779496,3.366,-0.069,0.415,3.392
4.783258,2.738,0.984,0.415,2.939
4.796452,2.63,1.143,0.44,2.901
4.813306,1.823,1.349,0.77,2.395
4.815961,1.096,0.423,1.211,1.687
4.830213,1.041,0.221,1.268,1.656
4.833481,1.13,-1.102,1.404,2.113
4.847186,1.202,-1.301,1.387,2.25
4.864106,1.664,-2.219,1.051,2.966
4.880973,1.979,-2.194,0.5,2.996
4.897637,1.942,-1.516,0.164,2.47
4.900688,1.741,-0.815,0.086,1.924
4.914822,1.705,-0.735,0.1,1.859
4.91936,1.478,-0.449,0.28,1.57
4.921651,1.45,-0.44,0.314,1.548
4.924388,1.422,-0.443,0.351,1.53
4.926914,1.39,-0.453,0.385,1.511
4.929244,1.359,-0.461,0.418,1.494
4.93193,1.331,-0.471,0.452,1.483
4.941824,1.306,-0.494,0.482,1.477
4.944393,1.175,-0.606,0.582,1.445
4.948954,1.092,-0.682,0.624,1.431
4.95924,1.041,-0.722,0.64,1.419
4.96226,0.805,-0.825,0.684,1.34
4.964695,0.737,-0.842,0.686,1.313
4.967095,0.666,-0.854,0.684,1.281
4.976508,0.593,-0.866,0.68,1.251
4.979475,0.288,-0.979,0.646,1.208
4.982051,0.213,-1.021,0.631,1.219
4.993574,0.14,-1.069,0.62,1.244
4.997088,-0.195,-1.19,0.498,1.305
4.999832,-0.255,-1.197,0.469,1.311
5.011234,-0.317,-1.202,0.44,1.319
5.014727,-0.612,-1.238,0.271,1.408
5.02837,-0.672,-1.261,0.231,1.447
5.032471,-1.031,-1.386,-0.05,1.728
5.046209,-1.09,-1.392,-0.1,1.771
5.049194,-1.342,-1.419,-0.266,1.971
5.063239,-1.564,-1.532,-0.341,2.216
5.080447,-1.69,-1.558,-0.354,2.326
5.08288,-0.675,-0.671,-0.103,0.957
5.097767,-0.584,-0.461,-0.022,0.745
5.1007,-0.017,0.402,0.167,0.436
5.115097,0.173,0.412,0.122,0.463
5.131945,0.927,-0.398,-0.149,1.02
5.135545,0.902,-0.166,0.152,0.929
5.138214,0.811,0.001,0.249,0.848
5.140723,0.706,0.181,0.347,0.807
5.143069,0.595,0.362,0.439,0.823
5.145592,0.48,0.544,0.526,0.896
5.148145,0.363,0.726,0.608,1.014
5.155623,0.252,0.919,0.671,1.165
5.158171,0.023,1.46,0.775,1.653
5.160656,-0.021,1.579,0.773,1.758
5.163296,-0.058,1.635,0.74,1.795
5.165758,-0.092,1.614,0.68,1.754
5.174014,-0.123,1.531,0.593,1.647
5.178629,-0.218,0.738,0.04,0.77
5.181032,-0.241,0.465,-0.136,0.541
5.183596,-0.249,0.187,-0.317,0.444
5.193189,-0.241,-0.069,-0.489,0.549
5.196093,0.135,-0.335,-0.891,0.962
5.198656,0.288,-0.201,-0.912,0.978
5.210731,0.434,-0.029,-0.918,1.016
5.213844,0.683,0.848,-0.817,1.361
5.216289,0.647,0.925,-0.753,1.357
5.228571,0.58,0.966,-0.676,1.314
5.232983,-0.018,1.029,-0.285,1.067
5.234173,-0.171,1.065,-0.231,1.103
5.248434,-0.325,1.114,-0.18,1.174
5.265966,-1.229,1.507,-0.028,1.945
5.283356,-1.737,1.983,-0.269,2.65
5.286813,-1.725,2.44,-0.925,3.128
5.289136,-1.722,2.392,-1.003,3.113
5.291654,-1.722,2.31,-1.07,3.074
5.29404,-1.724,2.198,-1.121,3.01
5.2966,-1.726,2.068,-1.16,2.933
5.299286,-1.728,1.931,-1.181,2.848
5.306259,-1.728,1.784,-1.185,2.752
5.309174,-1.706,1.327,-1.119,2.434
5.311772,-1.689,1.173,-1.085,2.325
5.314321,-1.67,1.026,-1.041,2.22
5.325531,-1.643,0.883,-0.992,2.113
5.329313,-1.463,0.366,-0.693,1.66
5.331842,-1.42,0.331,-0.629,1.588
5.34345,-1.373,0.324,-0.562,1.518
5.347015,-1.227,0.586,-0.253,1.383
5.349531,-1.224,0.68,-0.2,1.414
5.366261,-1.229,0.789,-0.154,1.468
5.385006,-1.546,1.513,-0.064,2.165
5.389674,-2.006,1.431,-0.151,2.469
5.392163,-2.044,1.357,-0.148,2.457
5.394622,-2.074,1.273,-0.138,2.437
5.397225,-2.097,1.184,-0.124,2.411
5.39992,-2.109,1.105,-0.11,2.383
5.413238,-2.11,1.027,-0.095,2.349
5.431155,-1.959,0.697,-0.059,2.08
5.448973,-1.61,0.738,-0.222,1.785
5.466712,-1.399,0.877,-0.495,1.724
5.48456,-1.381,1.015,-0.801,1.892
5.501722,-1.545,1.102,-0.924,2.111
5.505937,-1.724,1.148,-0.772,2.211
5.508793,-1.726,1.135,-0.739,2.194
5.510624,-1.719,1.112,-0.708,2.166
5.513177,-1.708,1.079,-0.673,2.129
5.515878,-1.69,1.042,-0.64,2.086
5.527307,-1.665,0.999,-0.606,2.033
5.530953,-1.458,0.723,-0.503,1.703
5.533422,-1.409,0.66,-0.498,1.634
5.544785,-1.371,0.609,-0.499,1.581
5.548431,-1.315,0.379,-0.551,1.475
5.562681,-1.334,0.338,-0.564,1.488
5.566155,-1.515,0.058,-0.653,1.651
5.580115,-1.536,0.005,-0.663,1.673
5.598511,-1.449,-0.056,-0.681,1.602
5.616666,-0.806,0.48,-0.54,1.082
5.619197,-0.183,0.781,-0.296,0.855
5.621787,-0.141,0.784,-0.271,0.841
5.624185,-0.109,0.784,-0.254,0.831
5.628949,-0.067,0.771,-0.24,0.81
5.631647,-0.055,0.765,-0.246,0.806
5.639548,-0.042,0.759,-0.256,0.802
5.6443,-0.009,0.757,-0.332,0.827
5.646875,0.004,0.757,-0.352,0.835
5.649169,0.016,0.748,-0.37,0.835
5.659424,0.036,0.735,-0.385,0.83
5.662066,0.112,0.661,-0.434,0.799
5.664592,0.121,0.65,-0.437,0.793
5.667118,0.119,0.645,-0.438,0.789
5.677538,0.107,0.65,-0.433,0.789
5.682153,-0.076,0.75,-0.314,0.816
5.695218,-0.126,0.78,-0.288,0.841
5.699722,-0.169,0.793,-0.085,0.815
5.712661,-0.11,0.756,-0.05,0.766
5.730298,0.268,0.277,0.086,0.394
5.747934,0.482,-0.466,0.332,0.748
5.76529,1.036,-0.864,0.615,1.483
5.768098,1.589,-1.19,0.733,2.116
5.770345,1.69,-1.238,0.749,2.225
5.774972,1.905,-1.343,0.771,2.455
5.77762,2.019,-1.396,0.775,2.574
5.780579,2.134,-1.444,0.779,2.692
5.783075,2.25,-1.489,0.776,2.808
5.788823,2.367,-1.527,0.766,2.92
5.792799,2.739,-1.588,0.714,3.246
5.7952,2.86,-1.592,0.691,3.345
5.797702,2.974,-1.585,0.663,3.434
5.807311,3.084,-1.569,0.638,3.519
5.810907,3.467,-1.388,0.548,3.775
5.827994,3.538,-1.312,0.53,3.811
5.830883,3.752,-0.623,0.455,3.831
5.833424,3.739,-0.505,0.441,3.798
5.844091,3.71,-0.371,0.429,3.753
5.84806,3.41,0.478,0.382,3.465
5.862015,3.318,0.666,0.379,3.405
5.865675,2.598,1.831,0.493,3.216
5.890906,2.466,1.99,0.534,3.213
5.907877,1.012,1.492,1.26,2.199
5.911024,0.675,0.374,1.495,1.682
5.913486,0.695,0.212,1.506,1.672
5.916058,0.729,0.049,1.514,1.681
5.925744,0.776,-0.117,1.524,1.714
5.928695,1.034,-0.758,1.53,1.996
5.93127,1.103,-0.914,1.526,2.093
5.933838,1.163,-1.072,1.517,2.192
5.944036,1.214,-1.226,1.504,2.288
5.948862,1.322,-1.922,1.434,2.739
5.962387,1.32,-2.03,1.417,2.806
5.966635,1.235,-2.263,1.264,2.871
5.980217,1.215,-2.242,1.238,2.835
5.997991,1.09,-1.802,1.061,2.358
6.015908,0.988,-1.258,0.907,1.839
6.034027,0.895,-1.082,0.826,1.629
6.051544,0.652,-1.276,0.86,1.671
6.054574,0.122,-1.57,0.994,1.862
6.057115,0.052,-1.569,1.004,1.863
6.059567,-0.017,-1.564,1.008,1.861
6.062154,-0.086,-1.55,1.007,1.851
6.064939,-0.15,-1.529,1.002,1.834
6.072427,-0.209,-1.503,0.994,1.814
6.077306,-0.427,-1.404,0.929,1.737
6.07977,-0.474,-1.385,0.908,1.723
6.082591,-0.516,-1.363,0.881,1.703
6.090932,-0.552,-1.345,0.854,1.686
6.095191,-0.689,-1.289,0.695,1.619
6.097652,-0.722,-1.267,0.642,1.593
6.100232,-0.751,-1.245,0.593,1.57
6.109083,-0.78,-1.215,0.537,1.541
6.112807,-0.905,-1.108,0.298,1.462
6.115187,-0.941,-1.086,0.234,1.456
6.12706,-0.978,-1.069,0.167,1.458
6.130352,-1.173,-1.035,-0.148,1.571
6.133103,-1.211,-1.049,-0.21,1.615
6.14563,-1.243,-1.066,-0.273,1.66
6.148234,-1.347,-1.2,-0.559,1.889
6.163736,-1.357,-1.237,-0.609,1.934
6.182337,-1.111,-1.782,-0.778,2.239
6.200473,-0.325,-2.232,-0.538,2.319
6.218514,0.611,-1.348,0.121,1.485
6.236339,1.231,-0.933,0.206,1.558
6.240753,0.699,-0.965,0.702,1.383
6.24375,0.402,-0.583,0.824,1.087
6.246562,0.228,-0.342,0.866,0.959
6.248866,0.046,-0.084,0.898,0.903
6.257811,-0.135,0.177,0.918,0.944
6.261414,-0.655,0.942,0.804,1.401
6.263691,-0.729,1.05,0.726,1.47
6.266159,-0.774,1.124,0.623,1.5
6.275974,-0.803,1.146,0.495,1.484
6.279054,-0.759,0.651,-0.062,1.002
6.281665,-0.708,0.454,-0.186,0.862
6.294037,-0.628,0.235,-0.297,0.733
6.297006,0.181,-0.7,-0.564,0.917
6.29935,0.414,-0.754,-0.532,1.011
6.312692,0.665,-0.721,-0.468,1.087
6.316983,1.624,0.38,0.173,1.677
6.330957,1.54,0.498,0.217,1.633
6.349315,0.252,0.526,0.145,0.601
6.367119,-1.005,0.671,-0.167,1.22
6.371614,-1.622,0.834,0.088,1.826
6.389584,-1.682,0.903,0.135,1.913
6.392174,-2.111,2.489,-0.381,3.286
6.394544,-2.139,2.683,-0.581,3.48
6.397087,-2.162,2.823,-0.79,3.643
6.39952,-2.178,2.909,-0.991,3.767
6.412703,-2.184,2.94,-1.182,3.848
6.417515,-1.812,2.198,-1.811,3.375
6.432666,-1.681,1.978,-1.833,3.177
6.451924,-0.777,0.64,-1.611,1.9
6.455579,-0.261,-0.241,-0.89,0.958
6.457636,-0.315,-0.231,-0.81,0.899
6.460869,-0.41,-0.187,-0.735,0.862
6.463288,-0.544,-0.116,-0.672,0.872
6.470119,-0.706,-0.021,-0.613,0.935
6.47606,-1.234,0.381,-0.485,1.38
6.476432,-1.401,0.526,-0.449,1.563
6.478111,-1.55,0.66,-0.41,1.733
6.481615,-1.68,0.781,-0.37,1.889
6.483243,-1.781,0.889,-0.327,2.017
6.495898,-1.857,0.974,-0.283,2.116
6.498109,-1.83,1.066,-0.099,2.12
6.513846,-1.765,1.039,-0.082,2.05
6.532382,-1.16,0.792,-0.079,1.407
6.551231,-0.957,0.633,-0.094,1.152
6.555707,-1.214,0.487,-0.232,1.329
6.558247,-1.238,0.48,-0.262,1.354
6.560651,-1.258,0.476,-0.3,1.378
6.563462,-1.274,0.465,-0.331,1.396
6.565863,-1.28,0.454,-0.365,1.406
6.571702,-1.284,0.449,-0.4,1.418
6.575933,-1.265,0.429,-0.49,1.423
6.578344,-1.253,0.43,-0.519,1.423
6.580906,-1.236,0.431,-0.545,1.418
6.583633,-1.22,0.431,-0.573,1.415
6.590696,-1.201,0.432,-0.595,1.408
6.593488,-1.162,0.451,-0.668,1.414
6.595983,-1.155,0.465,-0.686,1.422
6.598525,-1.154,0.483,-0.704,1.436
6.609744,-1.155,0.501,-0.721,1.451
6.613779,-1.195,0.543,-0.758,1.516
6.616451,-1.209,0.544,-0.756,1.526
6.628773,-1.226,0.543,-0.748,1.535
6.631643,-1.344,0.501,-0.678,1.586
6.634018,-1.377,0.469,-0.659,1.597
6.647226,-1.409,0.427,-0.644,1.607
6.665803,-1.614,0.094,-0.567,1.714
6.684508,-1.837,0.006,-0.539,1.914
6.703042,-1.867,0.432,-0.552,1.994
6.721484,-1.365,1.091,-0.564,1.837
6.740239,-0.438,1.09,-0.395,1.24
6.75838,0.22,0.859,-0.367,0.96
6.762339,0.266,1.167,-0.407,1.264
6.764937,0.242,1.16,-0.387,1.246
6.777239,0.217,1.144,-0.363,1.219
6.779874,0.037,1.004,-0.175,1.02
6.782795,0.002,0.978,-0.135,0.988
6.795705,-0.025,0.952,-0.089,0.956
6.799978,0.088,0.673,0.167,0.699
6.817685,0.145,0.609,0.2,0.657
6.820477,0.324,0.287,0.306,0.53
6.823153,0.343,0.204,0.338,0.523
6.825506,0.366,0.143,0.358,0.532
6.828051,0.4,0.074,0.382,0.558
6.830646,0.456,-0.007,0.405,0.61
6.833487,0.526,-0.111,0.435,0.691
6.839471,0.611,-0.217,0.471,0.801
6.839791,0.709,-0.316,0.515,0.931
6.840648,0.805,-0.402,0.562,1.061
6.843274,0.895,-0.477,0.613,1.185
6.845643,0.985,-0.538,0.666,1.305
